ClientID,Zone,TypeClient,Mois,NbCommandes,TempsLivraisonMoyen,VolumeLitres,Satisfaction,Statut,Cause,Latitude,Longitude,PointDeVente
4,Ankorondrano,Entreprise,2024-02,7,2.648492336616593,70,4.4,Livrée,,-18.8813,47.5365,By Pass
4,Ankorondrano,Entreprise,2024-03,3,3.4328872555723784,30,4.4,Livrée,,-18.8813,47.5365,By Pass
4,Ankorondrano,Entreprise,2024-04,10,2.7369164604558938,100,4.4,Livrée,,-18.8813,47.5365,By Pass
4,Ankorondrano,Entreprise,2024-05,11,2.0184921869669368,110,4.4,Livrée,,-18.8813,47.5365,By Pass
4,Ankorondrano,Entreprise,2024-06,7,2.9885900004065364,140,4.4,Livrée,,-18.8813,47.5365,By Pass
4,Ankorondrano,Entreprise,2024-07,14,2.529104359223,280,4.4,Livrée,,-18.8813,47.5365,By Pass
4,Ankorondrano,Entreprise,2024-08,18,1.9285148510846883,360,4.4,Livrée,,-18.8813,47.5365,By Pass
4,Ankorondrano,Entreprise,2024-09,5,2.292734097305054,50,4.4,Livrée,,-18.8813,47.5365,By Pass
4,Ankorondrano,Entreprise,2024-10,6,2.5400993562704075,60,4.4,Livrée,,-18.8813,47.5365,By Pass
4,Ankorondrano,Entreprise,2024-11,8,3.024009871997476,160,4.4,Livrée,,-18.8813,47.5365,By Pass
4,Ankorondrano,Entreprise,2024-12,3,2.1857151262621466,60,4.4,Livrée,,-18.8813,47.5365,By Pass
5,Ankorondrano,Particulier,2024-01,1,3.330650865304077,10,3.4,Annulation (client),Erreur de commande,-18.8813,47.5365,By Pass
5,Ankorondrano,Particulier,2024-02,4,3.5610780985063166,80,3.4,Annulation (client),Client absent,-18.8813,47.5365,By Pass
5,Ankorondrano,Particulier,2024-03,2,3.0162326302755735,20,3.4,Retard,Mauvaise planification,-18.8813,47.5365,By Pass
5,Ankorondrano,Particulier,2024-04,1,2.3813040193966657,10,3.4,Livrée,,-18.8813,47.5365,By Pass
5,Ankorondrano,Particulier,2024-05,1,3.436002840236152,10,3.4,Livrée,,-18.8813,47.5365,By Pass
5,Ankorondrano,Particulier,2024-06,2,3.3162056519658174,20,3.4,Livrée,,-18.8813,47.5365,By Pass
5,Ankorondrano,Particulier,2024-07,1,1.7849293110196838,20,3.4,Livrée,,-18.8813,47.5365,By Pass
5,Ankorondrano,Particulier,2024-08,5,2.599529847786735,100,3.4,Retard,Mauvaise planification,-18.8813,47.5365,By Pass
5,Ankorondrano,Particulier,2024-09,0,2.1998915614206025,0,3.4,Livrée,,-18.8813,47.5365,By Pass
5,Ankorondrano,Particulier,2024-10,5,2.8434242563829857,50,3.4,Livrée,,-18.8813,47.5365,By Pass
5,Ankorondrano,Particulier,2024-11,4,2.535486207819873,80,3.4,Retard,Trafic,-18.8813,47.5365,By Pass
5,Ankorondrano,Particulier,2024-12,1,2.6404959338675162,10,3.4,Livrée,,-18.8813,47.5365,By Pass
6,Isoraka,Particulier,2024-01,1,2.205317621527894,20,3.5,Annulation (client),Erreur de commande,-18.909,47.5192,Itaosy
6,Isoraka,Particulier,2024-02,3,2.9248010485105125,30,3.5,Livrée,,-18.909,47.5192,Itaosy
6,Isoraka,Particulier,2024-03,3,2.873646802561631,60,3.5,Annulation (client),Erreur de commande,-18.909,47.5192,Itaosy
6,Isoraka,Particulier,2024-04,4,2.8051851327167325,80,3.5,Livrée,,-18.909,47.5192,Itaosy
6,Isoraka,Particulier,2024-05,5,2.5060732545366124,100,3.5,Livrée,,-18.909,47.5192,Itaosy
6,Isoraka,Particulier,2024-06,4,2.9654670419870395,40,3.5,Livrée,,-18.909,47.5192,Itaosy
6,Isoraka,Particulier,2024-07,2,3.4561588199199855,20,3.5,Livrée,,-18.909,47.5192,Itaosy
6,Isoraka,Particulier,2024-08,2,3.032613541273459,20,3.5,Livrée,,-18.909,47.5192,Itaosy
6,Isoraka,Particulier,2024-09,4,2.1504267109540414,40,3.5,Livrée,,-18.909,47.5192,Itaosy
6,Isoraka,Particulier,2024-10,4,2.495591476877096,40,3.5,Livrée,,-18.909,47.5192,Itaosy
6,Isoraka,Particulier,2024-11,3,2.6224832855543614,30,3.5,Retard,Panne véhicule,-18.909,47.5192,Itaosy
6,Isoraka,Particulier,2024-12,2,2.246528412314435,20,3.5,Livrée,,-18.909,47.5192,Itaosy
7,Ankorondrano,Particulier,2024-01,4,2.2613091347123397,40,4.9,Livrée,,-18.8813,47.5365,By Pass
7,Ankorondrano,Particulier,2024-02,4,2.348837878961846,80,4.9,Livrée,,-18.8813,47.5365,By Pass
7,Ankorondrano,Particulier,2024-03,1,2.497718585504852,20,4.9,Retard,Trafic,-18.8813,47.5365,By Pass
7,Ankorondrano,Particulier,2024-04,1,3.1355691129904573,10,4.9,Livrée,,-18.8813,47.5365,By Pass
7,Ankorondrano,Particulier,2024-05,5,2.8854315507320196,100,4.9,Livrée,,-18.8813,47.5365,By Pass
7,Ankorondrano,Particulier,2024-06,1,2.5348263322594393,20,4.9,Livrée,,-18.8813,47.5365,By Pass
7,Ankorondrano,Particulier,2024-07,2,2.9917521531792324,20,4.9,Livrée,,-18.8813,47.5365,By Pass
7,Ankorondrano,Particulier,2024-08,6,2.444534032185245,60,4.9,Livrée,,-18.8813,47.5365,By Pass
7,Ankorondrano,Particulier,2024-09,2,2.9881545632405513,40,4.9,Retard,Panne véhicule,-18.8813,47.5365,By Pass
7,Ankorondrano,Particulier,2024-10,3,2.6708779878885798,30,4.9,Livrée,,-18.8813,47.5365,By Pass
7,Ankorondrano,Particulier,2024-11,3,3.438085419607943,60,4.9,Livrée,,-18.8813,47.5365,By Pass
7,Ankorondrano,Particulier,2024-12,8,2.463194442104047,80,4.9,Livrée,,-18.8813,47.5365,By Pass
8,Ambatonakanga,Entreprise,2024-01,11,2.629694654499847,110,3.8,Livrée,,-18.9152,47.526,Andraharo
8,Ambatonakanga,Entreprise,2024-02,13,2.6511741451658213,130,3.8,Livrée,,-18.9152,47.526,Andraharo
8,Ambatonakanga,Entreprise,2024-03,11,3.2445225869422396,110,3.8,Annulation (client),Client absent,-18.9152,47.526,Andraharo
8,Ambatonakanga,Entreprise,2024-04,3,2.938912584240057,30,3.8,Livrée,,-18.9152,47.526,Andraharo
8,Ambatonakanga,Entreprise,2024-05,13,2.359307446724457,260,3.8,Livrée,,-18.9152,47.526,Andraharo
8,Ambatonakanga,Entreprise,2024-06,6,1.6676534019024962,120,3.8,Retard,Trafic,-18.9152,47.526,Andraharo
8,Ambatonakanga,Entreprise,2024-07,4,2.873684015805901,80,3.8,Livrée,,-18.9152,47.526,Andraharo
8,Ambatonakanga,Entreprise,2024-08,5,2.3546538459844784,100,3.8,Livrée,,-18.9152,47.526,Andraharo
8,Ambatonakanga,Entreprise,2024-09,4,2.223175347326409,80,3.8,Livrée,,-18.9152,47.526,Andraharo
8,Ambatonakanga,Entreprise,2024-10,8,1.9010610537055759,160,3.8,Livrée,,-18.9152,47.526,Andraharo
8,Ambatonakanga,Entreprise,2024-11,8,3.322483856750642,160,3.8,Livrée,,-18.9152,47.526,Andraharo
8,Ambatonakanga,Entreprise,2024-12,6,2.375481980221811,60,3.8,Livrée,,-18.9152,47.526,Andraharo
9,Isoraka,Particulier,2024-01,2,1.2716264715682604,40,5.0,Livrée,,-18.909,47.5192,Itaosy
9,Isoraka,Particulier,2024-02,0,1.9693686835267048,0,5.0,Livrée,,-18.909,47.5192,Itaosy
9,Isoraka,Particulier,2024-03,1,2.1728133269434924,10,5.0,Livrée,,-18.909,47.5192,Itaosy
9,Isoraka,Particulier,2024-04,5,3.687164701746194,50,5.0,Retard,Panne véhicule,-18.909,47.5192,Itaosy
9,Isoraka,Particulier,2024-05,2,3.007266346343649,20,5.0,Livrée,,-18.909,47.5192,Itaosy
9,Isoraka,Particulier,2024-06,3,1.8007162130904293,30,5.0,Livrée,,-18.909,47.5192,Itaosy
9,Isoraka,Particulier,2024-07,1,2.7814846183452855,10,5.0,Livrée,,-18.909,47.5192,Itaosy
9,Isoraka,Particulier,2024-08,1,2.2038030378805655,10,5.0,Livrée,,-18.909,47.5192,Itaosy
9,Isoraka,Particulier,2024-09,2,2.068004615160092,40,5.0,Livrée,,-18.909,47.5192,Itaosy
9,Isoraka,Particulier,2024-10,3,2.695126634491571,60,5.0,Retard,Trafic,-18.909,47.5192,Itaosy
9,Isoraka,Particulier,2024-11,3,2.4575455837520837,60,5.0,Livrée,,-18.909,47.5192,Itaosy
9,Isoraka,Particulier,2024-12,5,2.2177214983652123,100,5.0,Livrée,,-18.909,47.5192,Itaosy
10,Ambohijatovo,Particulier,2024-01,3,1.7378547334150038,60,3.2,Retard,Panne véhicule,-18.9105,47.5238,Andranomena
10,Ambohijatovo,Particulier,2024-02,2,2.8988681572893173,20,3.2,Livrée,,-18.9105,47.5238,Andranomena
10,Ambohijatovo,Particulier,2024-03,1,2.0697933173580236,10,3.2,Livrée,,-18.9105,47.5238,Andranomena
10,Ambohijatovo,Particulier,2024-04,2,2.3077222278850873,20,3.2,Livrée,,-18.9105,47.5238,Andranomena
10,Ambohijatovo,Particulier,2024-05,5,1.614878405829054,50,3.2,Retard,Panne véhicule,-18.9105,47.5238,Andranomena
10,Ambohijatovo,Particulier,2024-06,6,1.9836854654828526,60,3.2,Livrée,,-18.9105,47.5238,Andranomena
10,Ambohijatovo,Particulier,2024-07,1,3.0838910308299035,10,3.2,Livrée,,-18.9105,47.5238,Andranomena
10,Ambohijatovo,Particulier,2024-08,2,2.6272104216506067,40,3.2,Livrée,,-18.9105,47.5238,Andranomena
10,Ambohijatovo,Particulier,2024-09,1,2.771741576481889,10,3.2,Livrée,,-18.9105,47.5238,Andranomena
10,Ambohijatovo,Particulier,2024-10,5,3.0174604635402993,100,3.2,Retard,Panne véhicule,-18.9105,47.5238,Andranomena
10,Ambohijatovo,Particulier,2024-11,3,1.7098740316282366,30,3.2,Livrée,,-18.9105,47.5238,Andranomena
10,Ambohijatovo,Particulier,2024-12,5,2.5080267093219653,50,3.2,Livrée,,-18.9105,47.5238,Andranomena
11,Ambatonakanga,Particulier,2024-01,1,2.784468337234821,10,4.1,Livrée,,-18.9152,47.526,Andraharo
11,Ambatonakanga,Particulier,2024-02,5,1.9543047813532648,50,4.1,Livrée,,-18.9152,47.526,Andraharo
11,Ambatonakanga,Particulier,2024-03,1,2.091499280369553,20,4.1,Livrée,,-18.9152,47.526,Andraharo
11,Ambatonakanga,Particulier,2024-04,5,3.143487481924797,100,4.1,Retard,Panne véhicule,-18.9152,47.526,Andraharo
11,Ambatonakanga,Particulier,2024-05,1,2.27768122087718,10,4.1,Livrée,,-18.9152,47.526,Andraharo
11,Ambatonakanga,Particulier,2024-06,5,1.970807298576474,100,4.1,Livrée,,-18.9152,47.526,Andraharo
11,Ambatonakanga,Particulier,2024-07,5,2.2435428125142924,100,4.1,Livrée,,-18.9152,47.526,Andraharo
11,Ambatonakanga,Particulier,2024-08,3,3.3910818092680395,60,4.1,Livrée,,-18.9152,47.526,Andraharo
11,Ambatonakanga,Particulier,2024-09,4,2.7951373095308942,80,4.1,Livrée,,-18.9152,47.526,Andraharo
11,Ambatonakanga,Particulier,2024-10,5,2.5278624561443475,100,4.1,Livrée,,-18.9152,47.526,Andraharo
11,Ambatonakanga,Particulier,2024-11,2,3.047095759235474,20,4.1,Livrée,,-18.9152,47.526,Andraharo
11,Ambatonakanga,Particulier,2024-12,2,1.9939478123699161,20,4.1,Livrée,,-18.9152,47.526,Andraharo
12,Ampasapito,Particulier,2024-01,4,1.7486174911846981,40,2.7,Livrée,,-18.9331,47.5408,Andranomena
12,Ampasapito,Particulier,2024-02,2,2.3696324175540906,20,2.7,Livrée,,-18.9331,47.5408,Andranomena
12,Ampasapito,Particulier,2024-03,4,1.9914039147273046,40,2.7,Retard,Trafic,-18.9331,47.5408,Andranomena
12,Ampasapito,Particulier,2024-04,3,2.758334654324061,30,2.7,Livrée,,-18.9331,47.5408,Andranomena
12,Ampasapito,Particulier,2024-05,3,2.10872814738276,60,2.7,Livrée,,-18.9331,47.5408,Andranomena
12,Ampasapito,Particulier,2024-06,2,2.8371402343733876,40,2.7,Annulation (client),Erreur de commande,-18.9331,47.5408,Andranomena
12,Ampasapito,Particulier,2024-07,0,3.784963419845167,0,2.7,Retard,Trafic,-18.9331,47.5408,Andranomena
12,Ampasapito,Particulier,2024-08,2,1.9464477726999894,20,2.7,Annulation (client),Client absent,-18.9331,47.5408,Andranomena
12,Ampasapito,Particulier,2024-09,4,2.644921132084234,80,2.7,Livrée,,-18.9331,47.5408,Andranomena
12,Ampasapito,Particulier,2024-10,4,2.3725893658138175,80,2.7,Livrée,,-18.9331,47.5408,Andranomena
12,Ampasapito,Particulier,2024-11,0,2.742657998280227,0,2.7,Retard,Trafic,-18.9331,47.5408,Andranomena
12,Ampasapito,Particulier,2024-12,1,2.1136664288632647,20,2.7,Livrée,,-18.9331,47.5408,Andranomena
13,Ambohijatovo,Particulier,2024-01,1,2.1358424250260573,10,3.4,Retard,Trafic,-18.9105,47.5238,Andranomena
13,Ambohijatovo,Particulier,2024-02,2,1.8889360955540273,20,3.4,Retard,Météo,-18.9105,47.5238,Andranomena
13,Ambohijatovo,Particulier,2024-03,1,2.856499215086194,20,3.4,Livrée,,-18.9105,47.5238,Andranomena
13,Ambohijatovo,Particulier,2024-04,5,2.7965506289841917,50,3.4,Livrée,,-18.9105,47.5238,Andranomena
13,Ambohijatovo,Particulier,2024-05,0,2.3452267803430047,0,3.4,Livrée,,-18.9105,47.5238,Andranomena
13,Ambohijatovo,Particulier,2024-06,1,1.6651104139658,20,3.4,Retard,Mauvaise planification,-18.9105,47.5238,Andranomena
13,Ambohijatovo,Particulier,2024-07,4,3.3823434671313595,80,3.4,Livrée,,-18.9105,47.5238,Andranomena
13,Ambohijatovo,Particulier,2024-08,3,1.459035296058139,60,3.4,Livrée,,-18.9105,47.5238,Andranomena
13,Ambohijatovo,Particulier,2024-09,3,3.348228184145019,60,3.4,Retard,Panne véhicule,-18.9105,47.5238,Andranomena
13,Ambohijatovo,Particulier,2024-10,5,2.6539008844460295,100,3.4,Livrée,,-18.9105,47.5238,Andranomena
13,Ambohijatovo,Particulier,2024-11,2,1.644915803671687,40,3.4,Livrée,,-18.9105,47.5238,Andranomena
13,Ambohijatovo,Particulier,2024-12,4,2.597922627548841,80,3.4,Livrée,,-18.9105,47.5238,Andranomena
14,Ampasapito,Particulier,2024-01,4,3.3102667225829387,40,3.2,Livrée,,-18.9331,47.5408,Andranomena
14,Ampasapito,Particulier,2024-02,3,3.2852473176305694,30,3.2,Livrée,,-18.9331,47.5408,Andranomena
14,Ampasapito,Particulier,2024-03,2,2.7588295102345617,40,3.2,Livrée,,-18.9331,47.5408,Andranomena
14,Ampasapito,Particulier,2024-04,2,2.137128093423267,20,3.2,Livrée,,-18.9331,47.5408,Andranomena
14,Ampasapito,Particulier,2024-05,2,2.012063373511334,20,3.2,Retard,Mauvaise planification,-18.9331,47.5408,Andranomena
14,Ampasapito,Particulier,2024-06,5,3.02682089830392,100,3.2,Livrée,,-18.9331,47.5408,Andranomena
14,Ampasapito,Particulier,2024-07,0,2.8037834321656794,0,3.2,Livrée,,-18.9331,47.5408,Andranomena
14,Ampasapito,Particulier,2024-08,1,1.7404100085069114,20,3.2,Livrée,,-18.9331,47.5408,Andranomena
14,Ampasapito,Particulier,2024-09,3,2.5899227093640294,60,3.2,Livrée,,-18.9331,47.5408,Andranomena
14,Ampasapito,Particulier,2024-10,3,2.3325738638119433,60,3.2,Livrée,,-18.9331,47.5408,Andranomena
14,Ampasapito,Particulier,2024-11,5,1.8403260554312972,50,3.2,Livrée,,-18.9331,47.5408,Andranomena
14,Ampasapito,Particulier,2024-12,7,2.3868773904956617,140,3.2,Livrée,,-18.9331,47.5408,Andranomena
15,Ambatonakanga,Particulier,2024-01,2,2.4710475463311075,40,2.8,Livrée,,-18.9152,47.526,Andraharo
15,Ambatonakanga,Particulier,2024-02,5,1.9594717297958688,50,2.8,Livrée,,-18.9152,47.526,Andraharo
15,Ambatonakanga,Particulier,2024-03,8,3.026576426666452,80,2.8,Livrée,,-18.9152,47.526,Andraharo
15,Ambatonakanga,Particulier,2024-04,2,2.6110668858168564,40,2.8,Livrée,,-18.9152,47.526,Andraharo
15,Ambatonakanga,Particulier,2024-05,2,2.2606256891682612,40,2.8,Livrée,,-18.9152,47.526,Andraharo
15,Ambatonakanga,Particulier,2024-06,3,2.9338825120854444,60,2.8,Livrée,,-18.9152,47.526,Andraharo
15,Ambatonakanga,Particulier,2024-07,2,2.641516102697608,20,2.8,Livrée,,-18.9152,47.526,Andraharo
15,Ambatonakanga,Particulier,2024-08,1,2.5411419946377123,20,2.8,Livrée,,-18.9152,47.526,Andraharo
15,Ambatonakanga,Particulier,2024-09,6,3.0327401875326756,120,2.8,Livrée,,-18.9152,47.526,Andraharo
15,Ambatonakanga,Particulier,2024-10,7,2.3498197559556857,70,2.8,Livrée,,-18.9152,47.526,Andraharo
15,Ambatonakanga,Particulier,2024-11,2,2.0976065416698377,20,2.8,Retard,Trafic,-18.9152,47.526,Andraharo
15,Ambatonakanga,Particulier,2024-12,0,1.5331608494462199,0,2.8,Livrée,,-18.9152,47.526,Andraharo
16,Ankorondrano,Particulier,2024-01,4,2.992161199238292,40,3.0,Livrée,,-18.8813,47.5365,By Pass
16,Ankorondrano,Particulier,2024-02,3,2.3930055778872457,30,3.0,Livrée,,-18.8813,47.5365,By Pass
16,Ankorondrano,Particulier,2024-03,5,2.181130007874342,100,3.0,Livrée,,-18.8813,47.5365,By Pass
16,Ankorondrano,Particulier,2024-04,1,2.234501522499091,10,3.0,Livrée,,-18.8813,47.5365,By Pass
16,Ankorondrano,Particulier,2024-05,2,2.3133003658117155,20,3.0,Retard,Panne véhicule,-18.8813,47.5365,By Pass
16,Ankorondrano,Particulier,2024-06,4,1.9132148964939373,80,3.0,Livrée,,-18.8813,47.5365,By Pass
16,Ankorondrano,Particulier,2024-07,3,2.193605654757807,60,3.0,Livrée,,-18.8813,47.5365,By Pass
16,Ankorondrano,Particulier,2024-08,6,2.3061492200320077,60,3.0,Retard,Panne véhicule,-18.8813,47.5365,By Pass
16,Ankorondrano,Particulier,2024-09,2,2.4834365135631016,40,3.0,Livrée,,-18.8813,47.5365,By Pass
16,Ankorondrano,Particulier,2024-10,1,3.397278931758894,20,3.0,Livrée,,-18.8813,47.5365,By Pass
16,Ankorondrano,Particulier,2024-11,2,1.0,40,3.0,Annulation (client),Client insatisfait,-18.8813,47.5365,By Pass
16,Ankorondrano,Particulier,2024-12,5,2.064888378928244,100,3.0,Retard,Météo,-18.8813,47.5365,By Pass
17,Ambatonakanga,Entreprise,2024-01,12,2.6527771601886294,240,4.2,Livrée,,-18.9152,47.526,Andraharo
17,Ambatonakanga,Entreprise,2024-02,8,2.908876347938025,80,4.2,Retard,Mauvaise planification,-18.9152,47.526,Andraharo
17,Ambatonakanga,Entreprise,2024-03,13,1.755303470175347,260,4.2,Livrée,,-18.9152,47.526,Andraharo
17,Ambatonakanga,Entreprise,2024-04,7,2.259934066152075,140,4.2,Livrée,,-18.9152,47.526,Andraharo
17,Ambatonakanga,Entreprise,2024-05,7,2.5639013486833915,140,4.2,Livrée,,-18.9152,47.526,Andraharo
17,Ambatonakanga,Entreprise,2024-06,9,2.8243181673604805,180,4.2,Livrée,,-18.9152,47.526,Andraharo
17,Ambatonakanga,Entreprise,2024-07,6,2.9936544496283126,60,4.2,Livrée,,-18.9152,47.526,Andraharo
17,Ambatonakanga,Entreprise,2024-08,10,2.537103106900078,100,4.2,Livrée,,-18.9152,47.526,Andraharo
17,Ambatonakanga,Entreprise,2024-09,12,2.385298698634824,120,4.2,Livrée,,-18.9152,47.526,Andraharo
17,Ambatonakanga,Entreprise,2024-10,8,2.1295837960161488,80,4.2,Livrée,,-18.9152,47.526,Andraharo
17,Ambatonakanga,Entreprise,2024-11,5,2.4928554843050157,100,4.2,Livrée,,-18.9152,47.526,Andraharo
17,Ambatonakanga,Entreprise,2024-12,8,2.0165119284353934,160,4.2,Livrée,,-18.9152,47.526,Andraharo
18,Ampasapito,Particulier,2024-01,2,3.701013140917728,20,4.0,Retard,Météo,-18.9331,47.5408,Andranomena
18,Ampasapito,Particulier,2024-02,2,2.48869845527759,40,4.0,Livrée,,-18.9331,47.5408,Andranomena
18,Ampasapito,Particulier,2024-03,2,2.3654069341593056,40,4.0,Livrée,,-18.9331,47.5408,Andranomena
18,Ampasapito,Particulier,2024-04,1,2.456930777258318,20,4.0,Retard,Météo,-18.9331,47.5408,Andranomena
18,Ampasapito,Particulier,2024-05,3,2.253268591817992,30,4.0,Livrée,,-18.9331,47.5408,Andranomena
18,Ampasapito,Particulier,2024-06,2,2.27750833931307,40,4.0,Livrée,,-18.9331,47.5408,Andranomena
18,Ampasapito,Particulier,2024-07,0,3.4059900620674357,0,4.0,Livrée,,-18.9331,47.5408,Andranomena
18,Ampasapito,Particulier,2024-08,5,2.6789628643458845,100,4.0,Livrée,,-18.9331,47.5408,Andranomena
18,Ampasapito,Particulier,2024-09,6,2.1742909981927756,120,4.0,Retard,Panne véhicule,-18.9331,47.5408,Andranomena
18,Ampasapito,Particulier,2024-10,4,2.2580570829728392,80,4.0,Livrée,,-18.9331,47.5408,Andranomena
18,Ampasapito,Particulier,2024-11,5,1.936086389749347,50,4.0,Livrée,,-18.9331,47.5408,Andranomena
18,Ampasapito,Particulier,2024-12,1,2.7821386940133683,20,4.0,Livrée,,-18.9331,47.5408,Andranomena
19,Ankorondrano,Particulier,2024-01,4,2.444633285459652,80,4.9,Livrée,,-18.8813,47.5365,By Pass
19,Ankorondrano,Particulier,2024-02,1,2.612225909279986,10,4.9,Livrée,,-18.8813,47.5365,By Pass
19,Ankorondrano,Particulier,2024-03,6,3.023549151306077,120,4.9,Livrée,,-18.8813,47.5365,By Pass
19,Ankorondrano,Particulier,2024-04,4,2.1872186492452355,80,4.9,Livrée,,-18.8813,47.5365,By Pass
19,Ankorondrano,Particulier,2024-05,3,2.6979017667187044,60,4.9,Livrée,,-18.8813,47.5365,By Pass
19,Ankorondrano,Particulier,2024-06,4,2.421634800888737,40,4.9,Livrée,,-18.8813,47.5365,By Pass
19,Ankorondrano,Particulier,2024-07,3,3.03120075493756,30,4.9,Annulation (client),Client insatisfait,-18.8813,47.5365,By Pass
19,Ankorondrano,Particulier,2024-08,4,2.2661493993440542,40,4.9,Livrée,,-18.8813,47.5365,By Pass
19,Ankorondrano,Particulier,2024-09,3,2.6732519408653577,30,4.9,Livrée,,-18.8813,47.5365,By Pass
19,Ankorondrano,Particulier,2024-10,2,2.370374778709887,20,4.9,Livrée,,-18.8813,47.5365,By Pass
19,Ankorondrano,Particulier,2024-11,3,3.1168434606880178,30,4.9,Livrée,,-18.8813,47.5365,By Pass
19,Ankorondrano,Particulier,2024-12,1,2.923539504992517,10,4.9,Livrée,,-18.8813,47.5365,By Pass
20,Ambohijatovo,Particulier,2024-01,5,2.336559610160174,50,5.0,Livrée,,-18.9105,47.5238,Andranomena
